,user_id,gender,nationality,age,french,chinese,jpan,italian,greek,indian,spain,lebanan,moroccan,turkish,thai,preferences
0,14793,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'SALAD']"
0,14755,Male,Bosnia,20,0,0,1,1,0,0,0,0,0,0,0,"['RICE', 'PASTA']"
0,14755,Male,Bosnia,20,0,0,1,1,0,0,0,0,0,0,0,"['RICE', 'PASTA']"
0,14754,Female,Austria,27,1,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'SALAD']"
0,14754,Female,Austria,27,1,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'SALAD']"
0,14754,Female,Austria,27,1,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'SALAD']"
0,14788,Male,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['PIZZA', 'BURGER']"
0,14788,Male,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['PIZZA', 'BURGER']"
0,14798,Female,Bosnia,19,0,0,1,0,0,0,0,0,0,0,1,"['FISH', 'RICE']"
0,14798,Female,Bosnia,19,0,0,1,0,0,0,0,0,0,0,1,"['FISH', 'RICE']"
0,14718,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'PIZZA']"
0,14718,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'PIZZA']"
0,14718,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'PIZZA']"
0,14907,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PASTA']"
0,14907,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['RED MEAT', 'PASTA']"
0,14693,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['FISH', 'PIZZA', 'SALAD']"
0,14693,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['FISH', 'PIZZA', 'SALAD']"
0,14693,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['FISH', 'PIZZA', 'SALAD']"
0,14719,Male,Bosnia,22,0,0,0,1,0,1,0,0,0,0,0,['PIZZA']
0,14679,Female,Bosnia,19,0,1,1,1,1,0,0,0,0,1,0,"['RICE', 'CHINESE NOODLE']"
0,14679,Female,Bosnia,19,0,1,1,1,1,0,0,0,0,1,0,"['RICE', 'CHINESE NOODLE']"
0,14668,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'BURGER']"
0,14668,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'BURGER']"
0,14765,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'PIZZA']"
0,14765,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'PIZZA']"
0,14765,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'PIZZA']"
0,14933,Female,Bosnia,19,1,0,0,0,0,0,0,0,0,0,0,"['SOUP', 'SALAD']"
0,14933,Female,Bosnia,19,1,0,0,0,0,0,0,0,0,0,0,"['SOUP', 'SALAD']"
0,14783,Female,Bosnia,20,0,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'FISH']"
0,14783,Female,Bosnia,20,0,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'FISH']"
0,14744,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'SALAD']"
0,14744,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'SALAD']"
0,14796,Female,Bosnia,19,0,0,0,1,1,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'SOUP', 'PIZZA', 'RICE', 'PASTA']"
0,14796,Female,Bosnia,19,0,0,0,1,1,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'SOUP', 'PIZZA', 'RICE', 'PASTA']"
0,14796,Female,Bosnia,19,0,0,0,1,1,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'SOUP', 'PIZZA', 'RICE', 'PASTA']"
0,14796,Female,Bosnia,19,0,0,0,1,1,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'SOUP', 'PIZZA', 'RICE', 'PASTA']"
0,14796,Female,Bosnia,19,0,0,0,1,1,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'SOUP', 'PIZZA', 'RICE', 'PASTA']"
0,14796,Female,Bosnia,19,0,0,0,1,1,0,0,0,0,0,0,"['WHITE MEAT', 'FISH', 'SOUP', 'PIZZA', 'RICE', 'PASTA']"
0,14777,Male,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SALAD']"
0,14777,Male,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SALAD']"
0,14764,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,0,0,"['CHINESE NOODLE', 'PASTA']"
0,14764,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,0,0,"['CHINESE NOODLE', 'PASTA']"
0,14785,Female,Bosnia,20,0,0,0,1,1,0,0,1,0,1,0,"['SALAD', 'PASTA']"
0,14785,Female,Bosnia,20,0,0,0,1,1,0,0,1,0,1,0,"['SALAD', 'PASTA']"
0,14706,Female,Bosnia,19,0,0,0,1,1,0,0,0,0,0,0,"['FISH', 'PASTA']"
0,14706,Female,Bosnia,19,0,0,0,1,1,0,0,0,0,0,0,"['FISH', 'PASTA']"
0,14690,Male,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SALAD']"
0,14690,Male,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SALAD']"
0,14689,Female,Bosnia,20,1,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'SALAD', 'PASTA']"
0,14689,Female,Bosnia,20,1,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'SALAD', 'PASTA']"
0,14689,Female,Bosnia,20,1,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'SALAD', 'PASTA']"
0,14689,Female,Bosnia,20,1,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'SALAD', 'PASTA']"
0,14689,Female,Bosnia,20,1,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'SALAD', 'PASTA']"
0,14715,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA']"
0,14715,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA']"
0,14789,Male,Bosnia,20,0,0,0,1,1,0,0,0,0,1,0,"['RED MEAT', 'BURGER']"
0,14789,Male,Bosnia,20,0,0,0,1,1,0,0,0,0,1,0,"['RED MEAT', 'BURGER']"
0,14677,Male,Bosnia,20,0,0,0,0,1,0,0,0,1,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT', 'BURGER']"
0,14677,Male,Bosnia,20,0,0,0,0,1,0,0,0,1,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT', 'BURGER']"
0,14677,Male,Bosnia,20,0,0,0,0,1,0,0,0,1,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT', 'BURGER']"
0,14677,Male,Bosnia,20,0,0,0,0,1,0,0,0,1,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT', 'BURGER']"
0,14678,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14678,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14678,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14678,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14678,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14678,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14678,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14678,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14678,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14660,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'SALAD']"
0,14660,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'SALAD']"
0,14786,Female,Bosnia,19,0,1,1,1,1,0,0,0,0,1,0,"['RICE', 'CHINESE NOODLE']"
0,14786,Female,Bosnia,19,0,1,1,1,1,0,0,0,0,1,0,"['RICE', 'CHINESE NOODLE']"
0,14654,Female,Bosnia,20,0,0,0,1,1,0,0,0,0,1,0,"['FISH', 'BURGER']"
0,14654,Female,Bosnia,20,0,0,0,1,1,0,0,0,0,1,0,"['FISH', 'BURGER']"
0,14691,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'PIZZA']"
0,14691,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'PIZZA']"
0,14786,Female,Bosnia,19,0,1,1,1,1,0,0,0,0,1,0,"['RICE', 'CHINESE NOODLE']"
0,14786,Female,Bosnia,19,0,1,1,1,1,0,0,0,0,1,0,"['RICE', 'CHINESE NOODLE']"
0,14742,Male,Bosnia,20,0,1,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'PASTA']"
0,14742,Male,Bosnia,20,0,1,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'PASTA']"
0,14803,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'PASTA']"
0,14803,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'PASTA']"
0,14776,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14776,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14776,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14776,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14776,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14776,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14776,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14776,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14776,Female,Bosnia,19,0,1,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'SOUP', 'PIZZA', 'RICE', 'CHINESE NOODLE', 'SALAD', 'BURGER', 'PASTA']"
0,14696,Male,Bosnia,20,0,1,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'PASTA']"
0,14696,Male,Bosnia,20,0,1,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'PASTA']"
0,14787,Male,Bosnia,20,0,0,0,0,1,0,0,0,1,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT', 'BURGER']"
0,14787,Male,Bosnia,20,0,0,0,0,1,0,0,0,1,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT', 'BURGER']"
0,14787,Male,Bosnia,20,0,0,0,0,1,0,0,0,1,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT', 'BURGER']"
0,14787,Male,Bosnia,20,0,0,0,0,1,0,0,0,1,1,0,"['WHITE MEAT', 'FISH', 'RED MEAT', 'BURGER']"
0,14705,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'PASTA']"
0,14705,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'PASTA']"
0,14717,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'FISH', 'PIZZA', 'PASTA']"
0,14717,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'FISH', 'PIZZA', 'PASTA']"
0,14717,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'FISH', 'PIZZA', 'PASTA']"
0,14717,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'FISH', 'PIZZA', 'PASTA']"
0,14662,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'PIZZA']"
0,14662,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'PIZZA']"
0,14739,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'PASTA']"
0,14739,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'PASTA']"
0,14760,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'PASTA']"
0,14760,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'PASTA']"
0,14795,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'BURGER']"
0,14795,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'BURGER']"
0,14649,Male,Bosnia,21,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA']"
0,14649,Male,Bosnia,21,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA']"
0,14642,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'PASTA']"
0,14642,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'PASTA']"
0,14652,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'PASTA']"
0,14652,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'PASTA']"
0,14753,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['FISH', 'PIZZA', 'SALAD', 'PASTA']"
0,14753,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['FISH', 'PIZZA', 'SALAD', 'PASTA']"
0,14753,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['FISH', 'PIZZA', 'SALAD', 'PASTA']"
0,14753,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['FISH', 'PIZZA', 'SALAD', 'PASTA']"
0,14671,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['FISH', 'PIZZA']"
0,14671,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['FISH', 'PIZZA']"
0,14766,Female,Bosnia,20,1,0,0,1,0,0,0,0,0,1,0,"['BURGER', 'PASTA']"
0,14766,Female,Bosnia,20,1,0,0,1,0,0,0,0,0,1,0,"['BURGER', 'PASTA']"
0,14767,Female,Italy,20,0,1,1,0,0,0,0,0,0,0,0,"['PIZZA', 'CHINESE NOODLE']"
0,14767,Female,Italy,20,0,1,1,0,0,0,0,0,0,0,0,"['PIZZA', 'CHINESE NOODLE']"
0,14673,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'PASTA']"
0,14673,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['WHITE MEAT', 'PASTA']"
0,14741,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'PASTA']"
0,14741,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'PASTA']"
0,14672,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'BURGER']"
0,14672,Female,Bosnia,19,0,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'BURGER']"
0,14801,Male,Finland,23,0,0,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SOUP']"
0,14801,Male,Finland,23,0,0,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SOUP']"
0,14768,Female,Bosnia,20,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'SALAD', 'PASTA']"
0,14768,Female,Bosnia,20,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'SALAD', 'PASTA']"
0,14768,Female,Bosnia,20,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'SALAD', 'PASTA']"
0,14768,Female,Bosnia,20,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'SALAD', 'PASTA']"
0,14768,Female,Bosnia,20,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'SALAD', 'PASTA']"
0,14786,Female,Bosnia,19,0,1,1,1,1,0,0,0,0,1,0,"['RICE', 'CHINESE NOODLE']"
0,14786,Female,Bosnia,19,0,1,1,1,1,0,0,0,0,1,0,"['RICE', 'CHINESE NOODLE']"
0,14713,Female,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['SOUP', 'SALAD', 'PASTA']"
0,14713,Female,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['SOUP', 'SALAD', 'PASTA']"
0,14713,Female,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['SOUP', 'SALAD', 'PASTA']"
0,14771,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'PASTA']"
0,14771,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['PIZZA', 'PASTA']"
0,14740,Male,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT']"
0,14740,Male,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT']"
0,14646,Female,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SALAD']"
0,14646,Female,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SALAD']"
0,14920,Male,Bosnia,20,1,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'PASTA']"
0,14920,Male,Bosnia,20,1,0,0,1,0,0,0,0,0,1,0,"['PIZZA', 'PASTA']"
0,14676,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'PASTA']"
0,14676,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'PASTA']"
0,14912,Male,Bosnia,21,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA']"
0,14912,Male,Bosnia,21,0,0,0,1,0,0,0,0,0,1,0,"['RED MEAT', 'PIZZA']"
0,14704,Male,Bosnia,21,0,0,0,0,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT']"
0,14704,Male,Bosnia,21,0,0,0,0,0,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT']"
0,14908,Male,Bosnia,19,0,0,0,0,0,0,0,1,0,0,0,"['FISH', 'PIZZA']"
0,14908,Male,Bosnia,19,0,0,0,0,0,0,0,1,0,0,0,"['FISH', 'PIZZA']"
0,14780,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'PASTA']"
0,14780,Female,Bosnia,20,0,0,0,1,0,0,0,0,0,0,0,"['WHITE MEAT', 'PASTA']"
0,14804,Male,Bosnia,22,0,0,0,1,0,1,0,0,0,0,0,['PIZZA']
0,14902,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['FISH', 'PIZZA']"
0,14902,Male,Bosnia,20,0,0,0,1,0,0,0,0,0,1,0,"['FISH', 'PIZZA']"
0,14924,Male,Bosnia,19,0,0,0,0,0,0,0,0,0,1,0,"['PIZZA', 'PASTA']"
0,14924,Male,Bosnia,19,0,0,0,0,0,0,0,0,0,1,0,"['PIZZA', 'PASTA']"
0,14779,Female,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SOUP', 'SALAD', 'BURGER']"
0,14779,Female,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SOUP', 'SALAD', 'BURGER']"
0,14779,Female,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SOUP', 'SALAD', 'BURGER']"
0,14779,Female,Bosnia,20,0,0,0,0,0,0,0,0,0,1,0,"['RED MEAT', 'SOUP', 'SALAD', 'BURGER']"
0,14667,Male,Bosnia,21,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'BURGER', 'PASTA']"
0,14667,Male,Bosnia,21,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'BURGER', 'PASTA']"
0,14667,Male,Bosnia,21,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'BURGER', 'PASTA']"
0,14667,Male,Bosnia,21,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'BURGER', 'PASTA']"
0,14667,Male,Bosnia,21,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'BURGER', 'PASTA']"
0,14759,Male,Bosnia,21,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'BURGER', 'PASTA']"
0,14759,Male,Bosnia,21,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'BURGER', 'PASTA']"
0,14759,Male,Bosnia,21,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'BURGER', 'PASTA']"
0,14759,Male,Bosnia,21,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'BURGER', 'PASTA']"
0,14759,Male,Bosnia,21,1,0,0,1,1,0,0,0,0,1,0,"['WHITE MEAT', 'RED MEAT', 'PIZZA', 'BURGER', 'PASTA']"
0,14669,Male,Bosnia,19,0,0,1,1,0,1,0,0,0,1,0,"['WHITE MEAT', 'PASTA']"
